Unnamed: 0,title,artist,lyrics
2005,Que Me Lleven a La Cárcel,Arley Perez,"qe me lleven a la carcel
si es un delito el qerertee
pero estos ojos qe te aman
no dejaran de mirartee
anda y diles a tus padres
qe conmigo has de casarte
si te cuentan mis defectos
ya sabes qe es por envidia
no le hagas caso a consejos
tu ya conoces mi vida
soy borracho y andariego
pero el qe nunka te olvida
te qedaste prendida
en mi pecho
y de ai no podran arrancarte
solamente qe me muera
voy a poder olvidarte
si les duele a mis rivales
verte del brazo knmigo
solo les pido qe me hablen
conocen bn mis caminos
siempre voi por media
calle al fin qe mi agua les pido
te qedaste prendida en mi pecho
y de ai no podran arrancarte
solamente que me muera voi a
poder olvidarte"
2006,Que Me Pongan El Pedorro,Tamarindo Norteño,"mi compadre y yo
dando la vuelta
subimos unas
viejas bien buenas
y nos presentamos
con las mujeres
jose me llamo
y me dicen chepe
y nos respondieron
las  2 muchachas
ay mucho gusto
chuyita y pancha
y a mi compadrito
le avergonzaba
no quería decirles
que pedofino se llamaba
yo prefiero que me digan que me llamen que hablen que me apoden
que me pongan el pedorro
a mi me gusta que me digan que me llamen que me hablen que me apoden
que me pongan el pedorro
mi compadre y yo
dando la vuelta
subimos unas
viejas bien buenas
y nos presentamos
con las mujeres
jose me llamo
y me dicen chepe
y nos respondieron
las  2 muchachas
ay mucho gusto
chuyita y pancha
y a mi compadrito
le avergonzaba
no quería decirles
que pedofino se llamaba
yo prefiero que me digan que me llamen que hablen que me apoden
que me pongan el pedorro
ami me gusta que me digan que me llamen que me hablen que me apoden
que me pongan el pedorro
y me fascina que me digan que me llamen que me hablen que me apoden
que me pongan el pedorro
y me envenenan que me digan que me llamen que me hablen que me apoden
que me pongan el pedorro"
2007,Que Mi Negra,Los Herederos De Nuevo Leon,"que mi negra
tan malita
que no quiere
volverme
a ver
no lo niego
que es bonita
pero
en cambio
da de ser
tan cruel
yo le dije
que era
todo
lo que
yo le podía
ofrecer
mi cariño
por entero
mi alma
enferma
de padecer
yo ya
me voy
a la tierra
donde
he nacido
para ver
si así
me olvido
o me muero
de tanto
penar
les pregunto
a las estrellas
les pregunto
que debo
hacer
me contestan
todas ellas
ten cuidado
con la mujer
cuanto
cuanto sentimiento
llevo dentro
de esta
canción
tanto
tanto
que hasta
siento
destrozarme
en el corazón
yo ya
me voy
a la tierra
donde
he nacido
para ver
si así
me olvido
o me muero
de tanto
penar"
2008,Que Nadie Sepa,Los Cardenales de Nuevo León,"si recibes
mis flores
y mi tarjeta
ponlas
en la mesa
cuéntale
a todos
que hay
un loco
obsesionado
contigo
que le falta
un tornillo
y se siente
poeta
recomiendo
que rompas
mi tarjeta
si no quieres
problemas
con tu marido
de algún modo
tienes que ser
discreta
aunque
no te deje
en paz
la conciencia
que nadie sepa
que soy
tu amante
y que
en la cama
hacemos arte
que nadie sepa
que a escondidas
nos entregamos
hasta quedar
sin vida
si recibes
mis flores
y mi tarjeta
ponlas
en la mesa
cuéntale
a todos
que hay
un loco
obsesionado
contigo
que le falta
un tornillo
y se siente
poeta
recomiendo
que rompas
mi tarjeta
si no quieres
problemas
con tu marido
de algún modo
tienes que ser
discreta
aunque
no te deje
en paz
la conciencia
que nadie sepa
que soy
tu amante
y que
en la cama
hacemos arte
que nadie sepa
que a escondidas
nos entregamos
hasta quedar
sin vida
hasta quedar
sin vida"
2009,Que No Daria,Los Cardenales de Nuevo León,"que no daría
por compartir contigo el resto de mi vida
por darte amor y devolverte la alegría
por escribir sobre tu cuerpo una poesía
que no daría
y te lo juro que daría hasta la vida
por ser en ti quien cambie el rumbo de tus días
por ser el dueño de la luz de tu sonrisa
te entregaría por completo todo este amor
te llevaría por el cielo hasta tocar el sol
te dormiría entre latidos de mi corazón
si tú supieras lo que siento
si me amaras como yo
que no daría
por compartir contigo el resto de mi vida
por darte amor y devolverte la alegría
por escribir sobre tu cuerpo una poesía
que no daría
y te lo juro que daría hasta la vida
por ser en ti quien cambie el rumbo de tus días
por ser el dueño de la luz de tu sonrisa
te entregaría por completo todo este amor
te llevaría por el cielo hasta tocar el sol
te dormiría entre latidos de mi corazón
si tú supieras lo que siento
si me amaras como yo"
2010,Que no se apague la lumbre,Los Invasores de Nuevo León,"quiero tomarme unas copas
que vengan unas tras otras
pero no para olvidar
la pena que me anhiquila
muy dentro quiero sentirla
no me la quiero arrancar
quiero llevar esta pena
que es todo lo que me queda
de lo hermoso de tu amor
lo que me resta de vida
quiero llevar esta herida
quiero llorar por su amor
la pena que me hace garras
con canciones y guitarras
yo la quiero saborear
que no se apague la lumbre
y que se haga una costumbre
sufrir y tambien llorar
no pude lograr su amor
y gozo con el dolor
que me sirvan mas tequila
la recuerdo con delirio
y me rio del martirio
al no poder conseguirla
la pena que me hace garras
con canciones y guitarras
yo la quiero saborear
que no se apague la lumbre
y que se haga una costumbre
sufrir y tambien llorar"
2011,Que Onda part Chino Pacas y Fuerza Regida,Calle 24,"baby me vuelves loco
no se esperó al hotel
y arriba del merced
mirándome a los ojos
hazme tuyo otra vez
por última vez
sabe que estoy loco
pedí el tusi por cel
no la llevé a chanel
quería probarme un poco
ya le quité el antojo
tragos de henny loco
ya van a dar la seis
y arriba de tu piel quiero pegarme un polvo
y chingarte bien coco
baby qué más ? 
qué fue ? 
qué tal si por la noche apagamos los dos el cel ? 
bebé
bien chula y apartе de todo tú eres niña biеn
qué onda
y así suena el amor de la calle baby
ey ey ey
que sigan llegando las pacas carnal
la verdadera presión
nací en el 2 y el 4 viejo
fuerza regida viejo
y como siempre pariente
chula préndeme el porro
maquillate otra vez
no vayan a saber lo que te hace este cholo
contéstale a ese wey dile que todo bien
mami borra las fotos
que tomamos ayer sin ropa en el motel
con las luces en rojo
barbie modelo porno
qué ojos qué piel qué rollo
el diablo hecho mujer por ti me porto bien
todita te conozco
hasta mejor que el tonto
baby qué más ? 
qué fue ? 
qué tal si por la noche apagamos los dos el cel ? 
bebé
bien chula y aparte de todo tú eres niña bien
qué onda
qué tal si por la noche apagamos los dos el cel ? 
bebé
qué onda"
2012,Que Pedo part Eddy,Gabito Ballesteros,"en la peda ya ni me empedo
qué pedo ?  me ondeo y me pongo a llorar
pues de fondo suena la rola que un día te escribí
donde decía que todoa la vida ibas a ser para mí
la neta me saqué de pedo
que sobria me digas que no me amas más
pero nomás te pones peda y le dices a tus amigas que por mí quieres llorar
que me extrañas y que extrañas todo lo que hacías conmigo
que tu vida no tiene sentido si no estoy contigo
no te miento últimamente también me siento vacío
y no me agüito sé que en otra realidad se nos dio y te amé más bonito
lástima que en esta no pudimos
te juro no quería pero le hice caso cupido
me dijo que contigo todo estaba más que bien
y ahí voy yo de pendejo confiando en esa mujer
los besos en el carro las caricias en el baño
las fotos que tomamos juntos nunca olvidaré
y aunque te suene extraño mami sabes que te extraño
nunca fuimos extraños chula te conozco bien
mami te conozco bien
ahí te va mi amor
y los ondeado$ también lloramos baby
chiquitita
uh
ja
su compa gabito viejo
me dices que nada me importa que ya me viste con otras
que me vale madres ya
si supieras que sí me importas ya te estás quedando loca
yo soy niño bien portado pregúntale a mi mamá
no te miento últimamente también me siento vacío
y no me agüito sé que en otra realidad se nos dio y te ame más bonito
lástima que en esta no pudimos
te juro no quería pero le hice caso cupido
me dijo que contigo todo estaba más que bien
y ahí voy yo de pendejo confiando en esa mujer
los besos en el carro las caricias en el baño
las fotos que tomamos juntos en aquel motel
y aunque te suene extraño mami sabes que te extraño
nunca fuimos extraños chula te conozco bien
mami te conozco bien
sabes te conozco bien"
2013,Que Pedo part Gabito Ballesteros,Eddy MX,"en la peda ya ni me empedo
qué pedo ?  me ondeo y me pongo a llorar
pues de fondo suena la rola que un día te escribí
donde decía que todoa la vida ibas a ser para mí
la neta me saqué de pedo
que sobria me digas que no me amas más
pero nomás te pones peda y le dices a tus amigas que por mí quieres llorar
que me extrañas y que extrañas todo lo que hacías conmigo
que tu vida no tiene sentido si no estoy contigo
no te miento últimamente también me siento vacío
y no me agüito sé que en otra realidad se nos dio y te amé más bonito
lástima que en esta no pudimos
te juro no quería pero le hice caso cupido
me dijo que contigo todo estaba más que bien
y ahí voy yo de pendejo confiando en esa mujer
los besos en el carro las caricias en el baño
las fotos que tomamos juntos nunca olvidaré
y aunque te suene extraño mami sabes que te extraño
nunca fuimos extraños chula te conozco bien
mami te conozco bien
ahí te va mi amor
y los ondeado$ también lloramos baby
chiquitita
uh
ja
su compa gabito viejo
me dices que nada me importa que ya me viste con otras
que me vale madres ya
si supieras que sí me importas ya te estás quedando loca
yo soy niño bien portado pregúntale a mi mamá
no te miento últimamente también me siento vacío
y no me agüito sé que en otra realidad se nos dio y te ame más bonito
lástima que en esta no pudimos
te juro no quería pero le hice caso cupido
me dijo que contigo todo estaba más que bien
y ahí voy yo de pendejo confiando en esa mujer
los besos en el carro las caricias en el baño
las fotos que tomamos juntos en aquel motel
y aunque te suene extraño mami sabes que te extraño
nunca fuimos extraños chula te conozco bien
mami te conozco bien
sabes te conozco bien"
2014,Que Se Preparen part Grupo Arriesgado,Gordo Arce,"que se preparen
que las botellas de champagne ya se disparen
porque esta noche botamos los celulares celulares
nos vemos a las ocho en el lugar digan la clave digan la clave
y no me fallen no
ya se la saben
que es todo un gusto brindaré con las amistades
aquí no entran los falso solo los reales
quedo copeado y ahora que inicie el desmadre que inicie el desmadre
para luego es tarde
cuando ando de fiesta saben que es lo que pasa
son varios días que no regreso a la casa
me voy al party party party party party
party party party party party se me lengua la traba
bien equipado con toda la plebada
dando bajo un billeton
tengo borritas de lo diga jalan
y estan al puro tentón
pidan lo que quieran que nadie se agüita
me vale verga y la traigo paquitas
de uva de fresa que sea lavadita
y soporte mi historia en mi insta
la plebe loquita cuando em acelero
bien pedo bien loco yo aviento dinero
se ponen de espalda la toma del pelo
si suena benito le dan hasta el suelo
que se preparen
que las botellas de champagne ya se disparen
porque esta noche botamos los celulares celulares
nos vemos a las ocho en el lugar digan la clave digan la clave
y no me fallen no
ya se la saben
que es todo un gusto brindaré con las amistades
aquí no entran los falso solo los reales
quedo copeado y ahora que inicie el desmadre que inicie el desmadre
para luego es tarde"
2015,Que Se Repita La Historia,Tamarindo Norteño,"que se repita aquella noche
que estuvimos solo juntos
tu y yo en mi habitacion
que se repita el momento
aquel tan grande encuentro
de los 2 haciamos el amor
y volver acariciarte y con mis manos tocarte
todo tu cuerpo y tu piel
besar tu linda boca hacerte tantas cosas
que grites mi nombre otra vez
llegar hasta tu alma voy hacerlo con calma
y tu corazon llenarlo de placer
que se repita la noche que se repita el amanecer
que se repita la historia otra vez
y volver acariciarte y con mis manos tocarte
todo tu cuerpo y tu piel
besar tu linda boca hacerte tantas cosas
que grites mi nombre otra vez
llegar hasta tu alma voy hacerlo con calma
y tu corazon llenarlo de placer
que se repita la noche que se repita el amanecer
que se repita la historia otra vez"
2016,Que Sea part Julian Daza,Luis Alfonso,"señorazo
ya entrados en gastos
que sea lo que tenga que ser
que sea papá
que sea óigalo
ayayay
con luis alfonso
y julián daza
ay
seguramente que te voy a suspirar
un par de meses medio año
año y medio qué más da ? 
seguramente que me van a reemplazar
un par de amigos un amante
un vividor o una deidad
que sea como tenga que ser
que sea lo voy a comprender
que sea como lo quieras tú
que sea yo tengo la virtud
de acomodarme
a lo que venga
y conformarme
con lo que obtenga por amor
oiga luis alfonso
ahí le voy señorazo
ayayay
tócalo lindo mi jair
salud señorazo
démosle
seguramente que un mal
día has de llorar
cuando terminen tus febriles
ansias locas de pecar
seguramente que me vas a comparar
y encontrarás que será tarde
cuando quieras regresar
que sea como tenga que ser
que sea lo voy a comprender
que sea como lo quieras tú
que sea yo tengo la virtud
de acomodarme
a lo que venga
y conformarme
con lo que obtenga por amor
que sea"
2017,Que Suerte La Mia,El Chalinillo,"te vas por un momento
te vas diciendo que vuelves
que vuelves pronto a quererme mas
te vas y yo presiento 
que asi se acaba todo
que ya mi vida no volveras
que triste agonia 
tener que olvidarte queriendote asi
que suerte la mia 
despues de una pena 
volver a sufrir
que triste agonia 
despues de caido volver a caer
que suerte la mia estar tan perdido
y volver a perder
amor amor sagrado
asi me lo habias jurado
ante una virgen ante un altar
saliste igual que la otra
juraste muchas cosas 
y al verme herido tambien te vas"
2018,Que Te Lo Crea Tu Madre,Espinoza Paz,"que no tenías señal
que no me ponga mal
que lo tome con calma
que porque tan inseguro
yo te dejo te lo juro
que no te entró el mensaje
y no es por culpa tuya
la mala recepción
ahórrate la explicación
que te lo crea tu madre
que te lo crea tu madre
yo no te creo nada
me estabas engañando
quien sabe desde cuando
pero todo en la vida se paga
todo en la vida se paga
que te lo crea tu madre
yo no voy a poder
me diste para abajo
ya no me vas a ver
a poco eres idiota ? 
o solo por placer
te dejaste convencer
alguien te vio salir de ese maldito hotel
infiel
y no canto porque sé
canto para desahogarme
que te lo crea tu madre
yo no te creo nada
me estabas engañando
quien sabe desde cuando
pero todo en la vida se paga
todo en la vida se paga
que te lo crea tu madre
yo no voy a poder
me diste para abajo
ya no me vas a ver
a poco eres idiota ? 
o solo por placer
te dejaste convencer
alguien te vio salir de ese maldito hotel
infiel
infiel
me dejaste que te amara
y te amé como ninguno
infiel
infiel
yo no sé cómo le hice
pero te bajé la luna
infiel
infiel
fuiste infiel"
2019,Que Te Parece,Gerardo Coronel El Jerry,"este fiel corazón
no puede encontrar consuelo
me estoy muriendo poco a poco por que no te tengo
si vieras como paso nomas vaciando botes
tu maldito recuerdo me esta haciendo pedazos
y yo que culpa tengo por amarte como te amo
si mi único pecado fue poner toda mi confianza en tus manos
no te guardo rencor todavía te sigo amando
tuyo es mi corazón aunque me lo hagas pedazos
que te parece
si empezamos de nuevo y si dejamos al olvido el pasado
tu sabes que me quieres y que yo me muero por probar tus labios
no hay nadie como tu
y tu sabes mi amor
que no existe persona que te quiera como yo
que te parece
si olvido todo ese daño que me has causado
y vuelves a mis brazos
no existirán reclamos
simplemente caricias besos y abrazos
tu piel contra mi piel
no me importa mujer si tengo que morirme
después de hacerte mía otra vez"
2020,Que Te Vas,T3R Elemento,"que te vas que ya me olvidaste y que no volverás
que ya no te llame y no te busque más
que borre las fotos también los whatsapp
que te mandaba al celular
ya no queda nada por donde buscar
nos queda el recuerdo pero nada más
y aunque si te quiero tengo que aceptar que te marchaste
con una mentira
sin pensar en nada me olvidaste en solo un día
te fuiste en tu rollo sin saber lo que sería
de este pobre vato y el amor que te tenía
si no me querías
pudiste ser clara y dejarte de tonterías
te sentía mía pero fue una fantasía
y olvidé mi vida por alegrarte los días
si no me querías
si no me querías
ya ni hablar me quedé el desaire y esta soledad
que no se me pasa y no puedo olvidar
no sé qué me hiciste pero la verdad
es que te extraño y al final
terminó cantándote con un mezcal
borracho en el after viéndote bailar
viviendo lo nuestro estas con alguien más sin importarte
que me pasaría
sin pensar en nada me olvidaste en solo un día
te fuiste en tu rollo sin saber lo que sería
de este pobre vato y el amor que te tenía
si no me querías
pudiste ser clara y dejarte de tonterías
te sentía mía pero fue una fantasía
y olvidé mi vida por alegrarte los días
si no me querías
si no me querías"
2021,Que Te Vaya Bonito,El Rey Vicente Fernández Serie de Televisión,"ojalá que te vaya bonito
ojalá que se acaben tus penas
que te digan que yo ya no existo
que conozcas personas más buenas
que te den lo que no pude darte
aunque yo te haya dado de todo
nunca más volveré a molestarte
te adoré te perdí ya ni modo
cuántas cosas quedaron prendidas
hasta dentro del fondo de mi alma
cuántas luces dejaste encendidas
yo no sé cómo voy a apagarlas
ojalá que mi amor no te duela
y te olvides de mí para siempre
que se llenen de sangre tus venas
y te vista la vida de suerte
yo no sé si tu ausencia me mate
aunque tengo mi pecho de acero
pero nadie me llame cobarde
sin saber hasta dónde la quiero
cuántas cosas quedaron prendidas
hasta dentro del fondo de mi alma
cuántas luces dejaste encendidas
yo no sé cómo voy a apagarlas
ojalá
que te vaya bonito"
2022,Que Tranza,Chino Pacas,"qué tranza ?  creo que ya se dio cuenta tu mamá
quién te manda las flores a casa que trae finta de morro bien vago
qué chula se mira la shorty en mi cama
le hice todo lo que a ella le encanta
le di mil besos le hice el amor
solo con ella destapo las dom pé
tu culo bonito qué loco me pone
se sube a la troca su aroma de dolce
y el humo del vape
trueno la paca por ti no me pesa
baby yo no ando con finta de fresa
brillan los diamantes mis cadenas gruesas cubanas tu piel
ey ey ey ey ey
jaja
su compa chinito
uh
que ondeada que te guste la malandrineada
tan bonita la niña es de casa y se la pasa en el tiktok
qué tranza ?  subí stories tú no subas nada
que en secreto te lleve hasta francia y fue de amigos pero no
solo con ella destapo las dom pé
tu culo bonito qué loco me pone bae
se sube a la troca su aroma de dolce
y el humo del vape
trueno la paca por ti no me pesa
baby yo no ando con finta de fresa
brillan los diamantes mis cadenas gruesas cubanas tu piel
y que sigan llegando las pacas carnal
arriba guanajuato mexicali
uh"
2023,QUE TRISTE NO part Adriel Favela,Michelle Maciel,"y arriba sonora viejo
macielón
compa ariel
qué triste no ? 
habernos separado sí me dolió un chingo
pero a ti que casi no
era más que obvio que a mí me importaba
pero a ti qué machín te valió
todos lo sabían menos yo
todos lo sabían menos yo
ay
espero que estés feliz y que valga la pena
ya modélale a otro los calvin
chale no eras la buena
espero que no sea de mentis y que un chingo te quiera
que valga la pena de perdis
equis yo como quiera
ay ayay
y arriba sonora y la rueda ea
qué tonto yo
es que tú no buscabas amor m'ija
tú buscabas patrocinador
pеnsé que me querías para algo biеn
ay qué risa ándale pues cómo no
y ay cómo te insistí perdón
vieras cómo este wey te amó
dice
espero que estés feliz y que valga la pena
ya modélale a otro los calvin
chale no eras la buena
espero que no sea de mentis y que un chingo te quiera
que valga la pena de perdis
equis yo como quiera"
2024,Que Tristeza Me Acompaña,Los Alegres De Teran,"que tristeza me acompaña
cuando estoy lejos de ti
han llorando tu cariño
y tú ni te acuerdas de mi
chaparrita de mi vida
quiéreme como yo a ti
tú bien sabes que te quiero
y para tu amor nací
que sentimiento me da
que me voy sin poderte ver
ya no te acuerdas bien mío
que en tus brazos yo me dormi
chaparrita de mi vida
quiéreme no seas así
yo nací para ser tuyo
porque te olvidas de mi
pero recuerda amor mío
que en un tiempo yo te adoré
que no comprendes mi vida
que de amor yo muero por ti
chaparrita de mi vida
quiéreme no seas así
yo nací para ser tuyo
porque te olvidas de mi"
2025,Que Vas a Hacer part Jose Mejia,Nivel Codiciado,"cuando dimos el último adiós
tú te marchaste y la esperanza se quedó
de un día encontrarte de nuevo
y revivir contigo nuestros recuerdos
a pesar de todo yo sé que voy a dejar mi huella en tu corazón
y si es que nunca te vuelvo a ver
pues que te vaya bien que vas a hacer cuando te enteres
que te anduve buscando y nunca te encontré
que voy a hacer el día que te vea feliz
con alguien más y en mí ya no pienses
no sé si seguiré esperando para que amargarme
pues cuando tú quieras regresar verás será muy tarde
intento vivir un día a la vez pero al final siempre salgo pensándote
desde que la vez con este dolor los tragos son el abrigo de tus brazos
al pensar que todos los besos que nos dimos quedaron en el olvido
matas la ilusión dentro de mí
no sé ni que sentir que vas a hacer cuando te enteres
que te anduve buscando y nunca te encontré
que voy a hacer el día que te vea feliz con alguien más y en mí ya no pienses
no sé si seguiré esperándote para que amargarme
pues cuando tú quieras regresar verás será muy tarde"
2026,Que Vas a Hacer Version Norteña part Nivel,Los Primos Del Este,"cuando dimos el último adiós tú te marchaste y la esperanza se quedó
de un día encontrarte de nuevo y revivir contigo nuestros recuerdos
a pesar de todo yo sé que voy a dejar mi huella en tu corazón
y si es que nunca te vuelvo a ver pues que te vaya bien
qué vas a hacer ?  cuando te enteres que té anduve buscando y nunca te encontré
que voy a hacer ?  el día en que te vea feliz con alguien más y en mí ya no pienses
no sé si seguir esperándote para qué amargarme ? 
pues cuando tu quieras regresar verás será muy tarde
intento vivir un día a la vez pero al final siempre salgo pensándote
desvelado y con este dolor los tragos son el abrigo de tus brazos
a pensar que todos los besos que nos dimos quedaron en el olvido
mata la ilusión dentro de mí no se ni que sentir
qué vas a hacer ?  cuando te enteres que té anduve buscando y nunca te encontré
qué voy a hacer ?  el día en que te vea feliz con alguien más y en mí ya no pienses
no sé si seguir esperándote para qué amargarme ? 
pues cuando tú quieras regresar veras será muy tarde"
2027,Que Vuelvas,Los Del Cristo,"te escribo mensajes todas las noches
pero los borro para quedar en visto
ese mal rato mejor me lo ahorro
mi orgullo es tan grande
y abajo me pesa
no pienso humillarme
pero igual quiero que sepas
deberías estar aquí aquí donde te quiero
pero al contrario estás allá donde te extraño
quisiera pedirte que vuelvas que vuelvas
deberías estar aquí aquí donde te quiero
pero al contrario estás allá donde te extraño
quisiera pedirte que vuelvas que vuelvas
para que a mi cuerpo el alma le devuelvas
mi orgullo es tan grande
y abajo me pesa
no pienso humillarme
pero igual quiero que sepas
deberías estar aquí aquí donde te quiero
pero al contrario estás allá donde te extraño
quisiera pedirte que vuelvas que vuelvas
deberías estar aquí aquí donde te quiero
pero al contrario estás allá donde te extraño
quisiera pedirte que vuelvas que vuelvas
para que a mi cuerpo el alma le devuelvas
quisiera pedirte que vuelvas que vuelvas
para que a mi cuerpo el alma le devuelvas"
2028,QueChulada,Grupo Arriesgado,"qué chulada de mujer
qué ojitos tan pispiretos
yo quisiera que en su boca
fueran a parar mis besos
pero no me da el sí
no la quiero ver con nadie
yo la quiero para mí
se está haciendo del rogar
y paral colmo eso me gusta
yo quisiera que se arme
y arrejuntar su cintura
decirle véngase p'acá
me cae que me la mandaron
para el hijo de mi apá
que diga qué hay que hacer
y ahorita en caliente lo hacemos
pa que me diga mi amor
pues mi nombre se le oye feo
pues para mí
yo la vi
que diga qué hay que hacer
si dice rana me echo un brinco
si quiere chamaco ya con gusto
yo le hago hasta cinco
a lo mejor me enamoro
y el que no caía se me hace que ya cayó
y cómo decirle no a esos ojitos hermosos chula
y así suena
grupo arriesgado chiquitita
nomás la miré pasar y se borraron las otras
me aventó una sonrisita y me alborotó la hormona
es que no tiene rival
sería un gusto pa mis ojos
con su imagen despertar
que diga qué hay que hacer
y ahorita en caliente lo hacemos
pa que me diga mi amor
pues mi nombre se le oye feo
es para mí
yo la vi
que digan qué hay que hacer
si dice rana me echo un brinco
si quiere chamaco ya con gusto
yo le hago hasta cinco
a lo mejor me enamoro
y el que no caía se me hace que ya cayó"
2029,Quedate,Officialalex425,"quedate con los buenos momentos de este
amor que se nos va muy lejos y
acabo fue muy bonito el tiempo entre tu
y yo
solo quedan recuerdos
mirame con tus ojitos tiernos no llores
me destroza por dentro verte así
no culpes lo que siento no es por ti
tú sabes que te quiero
y por eso me voy alejar para no hacernos daño
esto no era amor a lo que estabamos acostumbrados
nos quedamos con las ganas de ser pareja del año
ser el amor de mi vida
no más por que no era sano
sabes que es mejor que cada uno tome su camino
no existirán rencojes ni reclamos de algún tipo
hoy lo nuestro quedara solamente para la historia
espero que te vaya bien y todo quede en tu memoria
solo quedan recuerdos
mirame con tus ojitos tiernos no llores
me destroza por dentro verte así
no culpes lo que siento no es por ti
tú sabes que te quiero
y por eso me voy alejar para no hacernos daño
esto no era amor a lo que estabamos acostumbrados
nos quedamos con las ganas de ser pareja del año
ser el amor de mi vida
no más por que no era sano
sabes que es mejor que cada uno tome su camino
no existirán rencores ni reclamos de algún tipo
hoy lo nuestro quedara solamente para la historia
espero que te vaya bien y todo quede en tu memoria"
2030,Quemando Parque,El Aboytes y Su Carril Izquierdo,"viví de todo nadie estuvo pa contarme
me aceleré cuando me tocaron la sangre
por eso el rifle nunca pude despegarme
toda la vida me llevé quemando parque
fui mecha corta eso no voy a negarles
no fui corriente y muchos de ustedes lo saben
para el amigo tuve un aprecio muy grande
y al enemigo nunca pensé pa atorarle
hubo momentos que quisieron madrugarme
tantos y nadie tuvo el gusto de matarme
yo nunca supe perdonar a los cobardes
por eso es que a varios me llevé por delante
hijo ni modo de onde este voy a apoyarte
a los agarres ya no pude acompañarte
eres de guerra y te ha gustado ir por delante
no porque si te han apodado el comandante
como me puede alejarme de mi madre
si tuve amores pero ella se guisa aparte
la preocupe pero la quise como a nadie
se las encargo fue mi tesoro más grande
un r al hombro y en la mano un machete
así me miraban allá en la aguacaliente
fui beto aboytes para todita mi gente
hay nos miramos camaradas y parientes"
2031,Queovole Carnal,Chino Pacas,"mami móntate de una vez no hay prisa
y tú bien sabes cómo es esto
se puso bellaca con una pastilla
y se prendió cuando hizo efecto
llegamos al party nos llegan más niña
pues yo traigo ahorita el puesto
pelirroja morenada güeritas
todas aquí gozan no hay pretextos
y quiúbole carnal ? 
cómo la anda pasando ?  yo ando a todo dar
ya los miré llegar
ahí traigo a unas plebitas son de culiacán
el polvo no hace mal
ando machín prendido y no quiero bajar
claro que brillo más
desde que ando bateando todo me da igual
todo me da igual
y que sigan llegando las pacas mami jaja
esa nena es una hustler atrevida
y no me importa nada el resto
tengo un talento que causa mucha envidia
perdonen les partí el ego
llegamos al party me llegan más niña
pues yo traigo ahorita el puesto
pelirroja morenada güeritas
todas aquí gozan no hay pretextos
quiúbole carnal ? 
cómo la anda pasando ?  yo ando a todo dar
ya los miré llegar
ahí traigo a unas plebitas son de culiacán
el polvo no hace mal
ando machín prendido y no quiero bajar
claro que brillo más
desde que ando bateando todo me da igual
arturo bien jalados
arriba guanajuato perros jaja
ey ey ey
uh uh"
2032,Quería Que Lloraras,Ulices Chaidez,"sabía que no serías capaz de terminar así nomás
con el amor que te juré desde el principio
ya era costumbre el cumplirte tus caprichos
te puse un alto antes que se me hiciera un vicio
dejé de hablarte y me alejé y la verdad que te extrañé
más fuiste tú quien al final dobló las manos
te lo confieso disfruté verte llorando
pues comprobé que tú también me estás amando
quería que lloraras
para darme cuenta que en serio me amabas
te sintieras sola y también me extrañaras
y que me soñaras cada madrugada
quería que lloraras
para estar seguro que si estamos lejos
a los dos nos llega el mismo sentimiento
mirarte volver y decirme te quiero
y que no superas
estar sin mis besos
y no no era necesario estar tan lejos para volver a amarnos
y esto es del del records
quería que lloraras
quería que lloraras
para darme cuenta que en serio me amabas
te sintieras sola y también me extrañaras
y que me soñaras cada madrugada
quería que lloraras
para estar seguro que si estamos lejos
a los dos nos llega el mismo sentimiento
mirarte volver y decirme te quiero
y que no superas
estar sin mis besos
y que no superas
estar sin mis besos"
2033,Quien Sera,Cornelio Vega,"alguin borrara el sabor
y el recuerdo del amor
que por tu amor goze
alguien ganara tu sitio
tu cuerpo y mi corazon
alquien que me sea fiel
alguien que no sea como tu de cruel
alguien que me quiera pero de verdad
eternamenteee
ououo quien seraa ? 
quien dara vida a mi vida
sin reservas ni medidas
quien sera ? 
ouo quien sera ? 
quien te llene de ternura
mi silencio y miamarguras
quien sera ? 
alquien detendra el reloj del tiempo
y todo cambiara desde ese momento
el rio encontrara su cause de nuevo
alguien que me sea fiel
alguien que no sea como tu de cruel
algiuen pero quien ? 
quien ser ? 
quien dara vida a mi vida
sin reservas ni medidas
quien sera ? 
ououo quien sera ? 
quien pedira de ternura
mi silencio y amargura
quien sera ? "
2034,Quien Te Entiende,Crecer German,"como si nada pasara
nunca te despides ya cuando te marchas
dices que yo soy el que te rechaza
dime quién te entiende ? 
sabes que me estoy muriendo
por besar tu boca y entregarte todo
como tu orgullo me hace tocar fondo
y quedo como un tonto
las palabras se las lleva el viento
son tus indirectas al cantarte versos
ya lo intenté con palabras
tú lo que quieres es un beso
un beso que te eleve al cielo
y nunca se termine dure un largo tiempo
hasta agotar mi existencia y morirnos de viejos
dejemos el orgullo a un lado
y vamos a querernos sin complicaciones
despertemos todas nuestras sensaciones
sin importar qué digan
sencilla hermosa y emotiva
eres lo que yo busco y cómo me fascinas
cada vez que sonríes me robas la vida
quiero que seas mía
las palabras se las lleva el viento
son tus indirectas al cantarte versos
ya lo intenté con palabras
tú lo que quieres es un beso
un beso que te eleve al cielo
y nunca se termine dure un largo tiempo
hasta agotar mi existencia y morirnos de viejos
chiquilla"
